noFinesset,title,capacity,postcode,city
730003548,Accueil de jour Alzheimer Le Passe Composé,10,73200,ALBERTVILLE
730786076,EHPAD Les Blés d'Or,80,73190,ST BALDOPH
730783826,Foyer-Logement de Yenne,39,73170,YENNE
730780079,EHPAD de Yenne Résidence Albert Carron,83,73170,YENNE
730783818,Résidence Du parc,89,73160,COGNIN
730002938,EHPAD Résidence du Parc,44,73160,COGNIN
730789823,EHPAD Les Glycines,6,73160,COGNIN
730789880,EHPAD La Provalière,73,73140,ST MICHEL DE MAURIENNE
730789989,EHPAD Bel Fontaine,75,73130,LA CHAMBRE
730783834,Résidence Les chamois,45,73110,LA ROCHETTE
730780632,EHPAD Les Curtines,61,73110,LA ROCHETTE
730785359,USLD Grand Port,0,73100,AIX LES BAINS
730783875,Foyer-Logement l' orée du bois,77,73100,AIX LES BAINS
730790318,EHPAD Résidence Tiers Temps,54,73100,AIX LES BAINS
730001278,EHPAD Les Grillons,87,73100,AIX LES BAINS
730780095,EHPAD Le Cojasor,86,73100,AIX LES BAINS
730783636,EHPAD Le Bois Lamartine,82,73100,TRESSERVE
730785367,EHPAD Grand Port,155,73100,AIX LES BAINS
730789955,EHPAD Félix Pignal,35,73100,BRISON ST INNOCENT
730004728,Accueil de jour Alzheimer,8,73100,AIX LES BAINS
730009958,Service Accueil de jour Alzheimer itinérant,8,73000,CHAMBERY
730783719,Résidence Ma joie,130,73000,CHAMBERY
730011376,Plateforme de Répit France Alzheimer,0,73000,BASSENS
730783917,Maison de retraite privée Saint-Benoît Chambery,83,73000,CHAMBERY
730785318,Long Séjour Hôtel Dieu Chambéry,0,73000,CHAMBERY
730783867,Foyer-Logement la Calamine,75,73000,CHAMBERY
730790698,EHPAD Résidence Agélia,91,73000,CHAMBERY
730785383,EHPAD Les Terrasses de l'Horloge,48,73000,CHAMBERY
730006079,EHPAD Les Clematis,85,73000,CHAMBERY
730010329,EHPAD Les Charmilles,76,73000,CHAMBERY
730008208,EHPAD Les Berges de l'Hyere,64,73000,CHAMBERY
730009172,EHPAD Le Laurier,7,73000,CHAMBERY
730001229,EHPAD Le Clos Saint-Joseph,77,73000,JACOB BELLECOMBETTE
730785375,EHPAD La Cerisaie,120,73000,CHAMBERY
730009420,EHPAD Korian Fontaine Saint-Martin,86,73000,CHAMBERY
730005048,EHPAD Corolle,20,73000,CHAMBERY
730783578,EHPAD Cesalet,135,73000,CHAMBERY
730001369,Accueil de jour Alzheimer Savoie,11,73000,CHAMBERY
720014539,USLD de l'Hôpital du Lude,0,72800,LE LUDE
720008234,Foyer-Logement Les lilas,28,72800,LE LUDE
720013580,EHPAD de L'Hôpital du Lude,74,72800,LE LUDE
720005909,USLD Le Centre Charles Drouet,12,72700,ALLONNES
720004654,Foyer-Logement Jean Duchesne,83,72700,ALLONNES
720014109,EHPAD Résidence Le Champ de l'Ormeau,79,72700,ROUILLON
720018423,EHPAD Le Centre Charles Drouet,313,72700,ALLONNES
720014158,MARPA de l'Antonnière,24,72650,ST SATURNIN
720008218,Foyer-Logement de La Bazoge,31,72650,LA BAZOGE
720020411,EHPAD Saint-Saturnin,86,72650,ST SATURNIN
720013697,Résidence Diane de Courtemanche,40,72610,ST PATERNE
720013572,EHPAD Les Lys,66,72610,CHAMPFLEUR
720014968,USLD Centre hospitalier Mamers,0,72600,MAMERS
720019074,Résidence Les cythises,45,72600,MAMERS
720004761,Foyer Les barronnières,30,72600,MAMERS
720018753,EHPAD de Mamers,42,72600,MAMERS
720011915,EHPAD Les Hesperides,44,72600,NEUFCHATEL EN SAOSNOIS
720006550,EHPAD La Dive,80,72600,MAMERS
720013663,EHPAD Korian Artemis,80,72560,CHANGE
720013424,CTRE HEBGT TEMPORAIRE LE PERQUOI,24,72560,CHANGE
720011899,EHPAD La Chanterie,60,72550,COULANS SUR GEE
720007111,EHPAD de Vallon-sur-Gée,53,72540,VALLON SUR GEE
720002104,EHPAD de Loué,64,72540,LOUE
720013150,Résidence Du parc,55,72530,YVRE L EVEQUE
720008135,EHPAD Maison de retraite Saint-Vincent de Paul,80,72530,YVRE L EVEQUE
720000116,EHPAD Les Glycines,97,72510,MANSIGNE
720013598,EHPAD Le Prieuré,95,72510,PONTVALLAIN
720014505,USLD du Centre hospitalier Château du Loir,0,72500,CHATEAU DU LOIR
720004688,Résidence Les vertolines,28,72500,CHATEAU DU LOIR
720013192,Résidence Des lilas,33,72500,VAAS
720012178,EHPAD La Pleïade,191,72500,CHATEAU DU LOIR
720002161,EHPAD Amicie,87,72450,MONTFORT LE GESNOIS
720008192,Foyer Soleil,41,72440,BOULOIRE
720008242,Résidence autonomie Les métiers,95,72430,NOYEN SUR SARTHE
720002195,EHPAD La Houssaye,73,72430,ST JEAN DU BOIS
720004506,Résidence Le closeau,98,72400,LA FERTE BERNARD
720011154,EHPAD Saint-Julien,98,72400,LA FERTE BERNARD
720012186,EHPAD Paul Chapron,78,72400,LA FERTE BERNARD
720013648,EHPAD Le Foulon,90,72400,LA FERTE BERNARD
720008721,Résidence La jeulinière,29,72390,LE LUART
720002252,EHPAD Résidence Madame Bertrand de Puisard,43,72380,STE JAMME SUR SARTHE
720002138,EHPAD Les Chevriers,118,72360,MAYET
720011873,Résidence Saint Marc,46,72350,BRULON
720002070,EHPAD de Brulon,47,72350,BRULON
720014489,EHPAD Résidence Les Roches,41,72350,ST DENIS D ORQUES
720013390,EHPAD Résidence du Parc,31,72340,CHAHAIGNES
720002187,EHPAD Résidence de Fontenay,70,72340,RUILLE SUR LOIR
720000017,EHPAD Le Tusson,77,72340,RUILLE SUR LOIR
720016682,EHPAD Dujarié,55,72340,RUILLE SUR LOIR
720000496,EHPAD Catherine de Courtoux,99,72340,LA CHARTRE SUR LE LOIR
720008150,EHPA PARIGNE LE POLIN,16,72330,PARIGNE LE POLIN
720007087,Maison de retraite la Petite Bruyère,72,72320,VIBRAYE
720002146,EHPAD Maison de retraite de Montmirail,60,72320,MONTMIRAIL
720000546,EHPAD Louis Pasteur,70,72310,BESSE SUR BRAYE
720008168,Résidence fleurie,34,72300,SABLE SUR SARTHE
720004795,Résidence Saint-Denis,50,72300,SABLE SUR SARTHE
720004803,Résidence Des bazinières,48,72300,SABLE SUR SARTHE
720002039,EHPAD d'Auvers Le Hamon,49,72300,AUVERS LE HAMON
720008101,EHPAD Le Séquoia,54,72300,PARCE SUR SARTHE
720011766,EHPAD La Martinière,275,72300,SABLE SUR SARTHE
720005958,EHPAD Frère André,96,72300,PRECIGNE
720004142,Association Saint-Raphaël Solesmes,36,72300,SOLESMES
720018522,Accueil de jour autonome la Parenthèse,12,72300,SABLE SUR SARTHE
720002047,EHPAD Maine Coeur de Sarthe,70,72290,BALLON
720020817,Résidence Bellevue,10,72260,MAROLLES LES BRAULTS
720002120,EHPAD Résidence Les Chanterelles,119,72260,MAROLLES LES BRAULTS
720011980,EHPAD Les Térébinthes,25,72250,PARIGNE L EVEQUE
720002260,EHPAD Alain et Jean Crapez,82,72250,PARIGNE L EVEQUE
720004530,Résidence autonomie Le Paradis,41,72240,TENNIE
720002211,EHPAD Le Paradis,72,72240,TENNIE
720008184,Foyer-Logement Le soleil,36,72230,ARNAGE
720018373,EHPAD La Rose des Vents,80,72230,RUAUDIN
720013309,EHPAD L'Orée des Pins,64,72230,MULSANNE
720004712,Foyer-Logement d'Ecommoy,28,72220,ECOMMOY
720013416,EHPAD Les foyers de la fuie,72,72220,LAIGNE EN BELIN
720004175,EHPAD La Providence,80,72220,ECOMMOY
720019041,Foyer-Logement La tannerie,74,72210,LA SUZE SUR SARTHE
720002179,EHPAD de Roeze-sur-Sarthe,82,72210,ROEZE SUR SARTHE
720004746,Résidence Du parc,57,72200,LA FLECHE
720004738,Foyer-Logement Sainte-Colombe,28,72200,LA FLECHE
720008226,Foyer-Logement Les carmes,34,72200,LA FLECHE
720012202,EHPAD Marie de la Ferre,145,72200,LA FLECHE
720005982,EHPAD La Providence,126,72200,LA FLECHE
720008440,Foyer Le Plessis,66,72190,COULAINES
720014075,EHPAD Les Trois Vallées,123,72190,COULAINES
720000801,USLD de l'Hôpital local de Beaumont-sur-Sarthe,0,72170,BEAUMONT SUR SARTHE
720019066,Foyer Les campanules,10,72170,BEAUMONT SUR SARTHE
720015759,EHPAD de l'Hôpital local de Beaumont-sur-Sarthe,84,72170,BEAUMONT SUR SARTHE
720004696,Résidence Métais,32,72160,CONNERRE
720013119,EHPAD de l'Abbaye,60,72160,TUFFE
720007228,EHPAD Albert Trotté,78,72160,THORIGNE SUR DUE
